642.228,234,4455.998,50,4,8,8,4,8,3.238,0,0,0,0,0,0,0,4,4,0,8,0,0,0,0,0,0,2,2,6.179,2.546,1.033
974.334,354,7341.695,76,6,12,12,6,12,4.736,0,0,0,0,0,0,0,6,6,0,12,0,0,0,0,0,0,2,3,5.851,2.94,0.832
1306.44,474,10369.087,102,8,16,16,8,16,6.233,0,0,0,0,0,0,0,8,8,0,16,0,0,0,0,0,0,2,4,5.669,3.156,0.737
1638.547,594,13214.563,128,10,20,20,10,20,7.731,0,0,0,0,0,0,0,10,10,0,20,0,0,0,0,0,0,2,5,5.552,3.294,0.688
1970.653,714,16037.757,154,12,24,24,12,24,9.229,0,0,0,0,0,0,0,12,12,0,24,0,0,0,0,0,0,2,6,5.473,3.384,0.667
2302.759,834,18862.645,180,14,28,28,14,28,10.726,0,0,0,0,0,0,0,14,14,0,28,0,0,0,0,0,0,2,7,5.405,3.461,0.653
2634.865,954,21697.089,206,16,32,32,16,32,12.224,0,0,0,0,0,0,0,16,16,0,32,0,0,0,0,0,0,2,8,5.351,3.523,0.637
2966.971,1074,24544.028,232,18,36,36,18,36,13.722,0,0,0,0,0,0,0,18,18,0,36,0,0,0,0,0,0,2,9,5.306,3.574,0.628
3299.078,1194,27404.485,258,20,40,40,20,40,15.219,0,0,0,0,0,0,0,20,20,0,40,0,0,0,0,0,0,2,10,5.269,3.617,0.617
666.228,242,4658.877,52,4,8,8,4,8,3.241,0,0,0,0,0,0,0,4,4,0,8,0,0,0,0,0,0,4,2,6.141,2.603,1.048
1022.334,370,7783.238,80,6,12,12,6,12,4.742,0,0,0,0,0,0,0,6,6,0,12,0,0,0,0,0,0,4,3,5.823,2.99,0.863
1378.44,498,10992.258,108,8,16,16,8,16,6.244,0,0,0,0,0,0,0,8,8,0,16,0,0,0,0,0,0,4,4,5.648,3.205,0.777
1734.547,626,14048.731,136,10,20,20,10,20,7.745,0,0,0,0,0,0,0,10,10,0,20,0,0,0,0,0,0,4,5,5.532,3.344,0.731
2090.653,754,17091.364,164,12,24,24,12,24,9.246,0,0,0,0,0,0,0,12,12,0,24,0,0,0,0,0,0,4,6,5.448,3.444,0.703
2446.759,882,20140.956,192,14,28,28,14,28,10.747,0,0,0,0,0,0,0,14,14,0,28,0,0,0,0,0,0,4,7,5.384,3.521,0.684
2802.865,1010,23204.009,220,16,32,32,16,32,12.248,0,0,0,0,0,0,0,16,16,0,32,0,0,0,0,0,0,4,8,5.334,3.582,0.671
3158.971,1138,26282.692,248,18,36,36,18,36,13.749,0,0,0,0,0,0,0,18,18,0,36,0,0,0,0,0,0,4,9,5.292,3.629,0.662
3515.078,1266,29377.525,276,20,40,40,20,40,15.25,0,0,0,0,0,0,0,20,20,0,40,0,0,0,0,0,0,4,10,5.256,3.668,0.655
